0	-1.1995
0.1	-0.56413
0.2	-0.58585
0.3	-0.97101
0.4	-1.1273
0.5	-0.84551
0.6	-1.1951
0.7	-1.0351
0.8	-1.1559
0.9	-0.96428
1	-0.6565
1.1	-0.77121
1.2	-0.64973
1.3	-1.266
1.4	-0.93628
1.5	-1.2838
1.6	-0.87178
1.7	-0.88788
1.8	-0.59495
1.9	-0.65224
2	-0.7841
2.1	-1.1296
2.2	-1.1187
2.3	-1.5891
2.4	-1.1058
2.5	-1.4343
2.6	-0.68744
2.7	-0.69319
2.8	-0.91957
2.9	-1.0718
3	-0.91242
3.1	-0.47082
3.2	-0.5445
3.3	-1.0806
3.4	-0.89223
3.5	-1.2755
3.6	-0.81568
3.7	-0.71061
3.8	-0.65865
3.9	-1.3843
4	-0.76967
4.1	-1.1764
4.2	-1.0261
4.3	-0.67256
4.4	-0.81529
4.5	-0.94957
4.6	-0.71403
4.7	-0.40122
4.8	-1.074
4.9	-1.2874
5	-1.2263
5.1	-1.156
5.2	-1.0692
5.3	-0.6898
5.4	-1.4834
5.5	-0.78174
5.6	-1.0808
5.7	-0.51203
5.8	-1.0931
5.9	-0.82867
6	-1.1066
6.1	-1.0241
6.2	-0.89192
6.3	-0.87667
6.4	-0.95954
6.5	-0.45759
6.6	-0.62495
6.7	-0.22728
6.8	-0.86076
6.9	-0.45126
7	-1.3946
7.1	-0.56682
7.2	-0.64037
7.3	-0.85743
7.4	-0.52986
7.5	-0.4684
7.6	-0.41475
7.7	-0.59197
7.8	-0.53059
7.9	-0.90605
8	-1.0253
8.1	-0.76978
8.2	-0.62626
8.3	-0.38959
8.4	-0.90462
8.5	-0.80683
8.6	0.2399
8.7	-0.8316
8.8	-0.06106
8.9	-0.34107
9	-0.78895
9.1	-0.64571
9.2	-0.67037
9.3	-0.45579
9.4	-0.1801
9.5	-1.073
9.6	0.033599
9.7	-0.33196
9.8	-0.72169
9.9	-0.58649
10	-0.45043
10.1	-0.44301
10.2	-0.16313
10.3	-0.18777
10.4	-0.61383
10.5	-0.53655
10.6	-0.26875
10.7	-0.44402
10.8	-0.13043
10.9	-0.66852
11	-0.31209
11.1	-0.35816
11.2	-0.018126
11.3	-0.83031
11.4	-0.41737
11.5	-0.39244
11.6	-1.1019
11.7	-0.015723
11.8	0.46184
11.9	-0.44132
12	-0.27625
12.1	-0.4924
12.2	-0.22835
12.3	-0.44819
12.4	-0.35533
12.5	0.17012
12.6	-0.55999
12.7	-0.46905
12.8	-0.30949
12.9	-0.31686
13	0.16429
13.1	0.35153
13.2	-0.54164
13.3	-0.43078
13.4	-0.07261
13.5	-0.33322
13.6	0.38862
13.7	0.29131
13.8	-0.021935
13.9	-0.010722
14	-0.27149
14.1	0.06899
14.2	0.18801
14.3	-0.09786
14.4	0.44802
14.5	0.080689
14.6	-0.1436
14.7	0.010663
14.8	0.23831
14.9	-0.20016
15	-0.096376
15.1	0.65123
15.2	-0.19295
15.3	0.24312
15.4	0.21466
15.5	0.4559
15.6	0.14701
15.7	-0.74036
15.8	-0.24655
15.9	0.17272
16	0.10653
16.1	0.62793
16.2	0.47108
16.3	0.20822
16.4	0.093998
16.5	-0.38542
16.6	0.64803
16.7	0.13925
16.8	-0.35481
16.9	0.24891
17	0.15973
17.1	-0.032349
17.2	0.29657
17.3	-0.053722
17.4	-0.23601
17.5	-0.34804
17.6	0.078934
17.7	0.0097606
17.8	0.33973
17.9	-0.23334
18	0.16473
18.1	-0.21461
18.2	0.78955
18.3	0.22122
18.4	0.63383
18.5	0.42407
18.6	0.55777
18.7	-0.051506
18.8	0.68157
18.9	0.74957
19	-0.29975
19.1	0.27979
19.2	0.14652
19.3	0.39849
19.4	0.10581
19.5	0.45389
19.6	0.55858
19.7	0.4621
19.8	0.36237
19.9	0.020211
20	0.43342
20.1	0.26894
20.2	0.05054
20.3	0.42637
20.4	0.38927
20.5	0.5187
20.6	0.76762
20.7	0.6516
20.8	0.87922
20.9	0.2774
21	0.24547
21.1	0.48498
21.2	0.93697
21.3	0.92162
21.4	0.50122
21.5	0.3683
21.6	0.099505
21.7	0.76554
21.8	0.57907
21.9	0.22705
22	0.48813
22.1	0.04772
22.2	0.73355
22.3	0.56029
22.4	1.1097
22.5	0.22035
22.6	0.92707
22.7	0.6867
22.8	0.67601
22.9	0.87378
23	1.0243
23.1	0.35238
23.2	1.0767
23.3	0.32534
23.4	0.37333
23.5	0.50095
23.6	0.93073
23.7	0.39581
23.8	0.82415
23.9	0.85417
24	0.78363
24.1	0.91048
24.2	0.3989
24.3	1.0596
24.4	0.79787
24.5	0.98925
24.6	0.48152
24.7	0.79844
24.8	1.0523
24.9	1.0994
25	0.77584
25.1	0.25103
25.2	0.48391
25.3	0.88432
25.4	1.0627
25.5	0.96899
25.6	0.6518
25.7	1.5144
25.8	0.86811
25.9	1.1113
26	0.73218
26.1	0.52752
26.2	1.0726
26.3	1.1833
26.4	1.4235
26.5	0.72289
26.6	0.39787
26.7	1.376
26.8	0.97459
26.9	0.56161
27	0.73632
27.1	0.66565
27.2	1.2607
27.3	1.0941
27.4	0.99326
27.5	0.99645
27.6	0.68162
27.7	1.2297
27.8	1.0393
27.9	0.86049
28	0.88681
28.1	0.915
28.2	0.68262
28.3	1.1743
28.4	1.3725
28.5	1.7
28.6	1.1118
28.7	0.7166
28.8	1.0263
28.9	0.6664
29	0.78701
29.1	0.77561
29.2	0.72558
29.3	1.0912
29.4	0.64515
29.5	1.1819
29.6	1.2222
29.7	1.2966
29.8	0.98084
29.9	1.1742
30	1.5309
30.1	1.0073
30.2	0.93925
30.3	1.5255
30.4	0.2422
30.5	0.85883
30.6	1.7258
30.7	0.856
30.8	0.83001
30.9	0.63073
31	1.237
31.1	0.36652
31.2	0.75995
31.3	1.17
31.4	0.99957
31.5	1.1871
31.6	1.0378
31.7	1.2039
31.8	0.61304
31.9	1.0643
32	0.52832
32.1	1.2326
32.2	0.90376
32.3	1.1927
32.4	0.83392
32.5	1.0927
32.6	1.3092
32.7	0.39786
32.8	0.43022
32.9	0.4393
33	1.2421
33.1	1.1074
33.2	0.77339
33.3	1.432
33.4	1.0217
33.5	0.50232
33.6	0.6705
33.7	0.55846
33.8	1.2582
33.9	0.78897
34	0.61523
34.1	0.79106
34.2	0.71057
34.3	1.2146
34.4	1.099
34.5	1.0435
34.6	1.0745
34.7	0.95945
34.8	0.65863
34.9	1.1024
35	0.69012
35.1	0.61133
35.2	0.60703
35.3	1.1864
35.4	1.216
35.5	0.39011
35.6	0.86931
35.7	0.98521
35.8	0.72231
35.9	1.1294
36	0.97309
36.1	0.84644
36.2	0.72051
36.3	1.0862
36.4	1.1331
36.5	1.0143
36.6	0.79667
36.7	1.1399
36.8	0.58646
36.9	0.89669
37	1.267
37.1	0.78585
37.2	0.58418
37.3	1.4149
37.4	0.75216
37.5	0.95305
37.6	0.57372
37.7	0.89525
37.8	0.94315
37.9	0.79842
38	0.88879
38.1	1.1462
38.2	0.35734
38.3	0.83393
38.4	0.16851
38.5	0.76792
38.6	1.332
38.7	1.0286
38.8	0.73746
38.9	0.6313
39	0.88441
39.1	1.0361
39.2	0.71645
39.3	1.1894
39.4	0.45309
39.5	0.091323
39.6	0.45893
39.7	0.61626
39.8	0.55682
39.9	0.40697
40	1.0548
40.1	0.16115
40.2	0.49083
40.3	0.33986
40.4	0.48062
40.5	0.41515
40.6	0.7506
40.7	0.28679
40.8	0.34488
40.9	0.61332
41	0.90002
41.1	0.010254
41.2	1.0983
41.3	0.28651
41.4	0.73596
41.5	0.84808
41.6	0.92165
41.7	0.36098
41.8	0.51489
41.9	0.45024
42	0.30856
42.1	0.56303
42.2	0.58033
42.3	0.3582
42.4	0.49472
42.5	1.2482
42.6	0.43485
42.7	0.64119
42.8	0.28028
42.9	0.25158
43	0.29706
43.1	0.56098
43.2	0.14194
43.3	-0.18275
43.4	0.37981
43.5	0.22358
43.6	0.42914
43.7	0.36112
43.8	0.54504
43.9	0.58706
44	-0.090359
44.1	-0.15957
44.2	0.43897
44.3	0.37057
44.4	-0.012715
44.5	0.63061
44.6	0.25962
44.7	0.27709
44.8	0.31248
44.9	0.44681
45	0.66815
45.1	0.12242
45.2	-0.328
45.3	0.48542
45.4	-0.10678
45.5	0.53478
45.6	-0.025047
45.7	0.58935
45.8	-0.10979
45.9	-0.2117
46	0.39923
46.1	-0.30671
46.2	0.29643
46.3	0.21364
46.4	0.029346
46.5	-0.040111
46.6	0.66971
46.7	-0.069984
46.8	-0.024678
46.9	-0.25923
47	-0.23165
47.1	-0.1727
47.2	0.50525
47.3	-0.13474
47.4	-0.23463
47.5	-0.17207
47.6	0.16672
47.7	-0.4523
47.8	0.12058
47.9	-0.47692
48	-0.12675
48.1	-0.64552
48.2	0.053373
48.3	0.090519
48.4	-0.33353
48.5	-0.041904
48.6	-0.098223
48.7	0.19078
48.8	-0.12831
48.9	0.13516
49	-0.22154
49.1	-0.39082
49.2	-0.21752
49.3	-0.2757
49.4	0.03885
49.5	-0.25222
49.6	-0.49746
49.7	-0.30122
49.8	0.09215
49.9	-0.39853
50	-0.48125
50.1	0.0019601
50.2	-0.27241
50.3	-0.42111
50.4	-0.54343
50.5	-0.77519
50.6	-0.29464
50.7	-0.44514
50.8	-0.26371
50.9	-0.80566
51	0.018573
51.1	-0.24106
51.2	-0.86641
51.3	-0.08846
51.4	-0.59097
51.5	-0.33311
51.6	-0.36697
51.7	-0.70527
51.8	-1.3092
51.9	-0.29899
52	-0.57113
52.1	-0.65669
52.2	-0.36042
52.3	-0.70171
52.4	-0.30211
52.5	-0.46682
52.6	-0.81804
52.7	-0.27811
52.8	-0.39527
52.9	-0.17037
53	-0.82216
53.1	-0.83125
53.2	-0.47691
53.3	-0.37898
53.4	-0.33878
53.5	-0.59332
53.6	-0.67405
53.7	-0.41538
53.8	-0.029752
53.9	-0.36156
54	-0.60933
54.1	-0.81474
54.2	-0.5001
54.3	-0.80282
54.4	-0.59355
54.5	-0.43905
54.6	-0.40261
54.7	-0.51075
54.8	-0.28104
54.9	-0.14622
55	-1.278
55.1	-1.2493
55.2	-0.99943
55.3	-1.3289
55.4	-0.84345
55.5	-0.84397
55.6	-0.67457
55.7	-0.67043
55.8	-0.96864
55.9	-1.0132
56	-0.53755
56.1	-0.89642
56.2	-1.1994
56.3	-0.79106
56.4	-0.73895
56.5	-0.92945
56.6	-0.61296
56.7	-0.75008
56.8	-0.88739
56.9	-0.84237
57	-0.69726
57.1	-0.9726
57.2	-1.162
57.3	-0.89753
57.4	-0.81732
57.5	-0.70836
57.6	-0.87527
57.7	-1.0084
57.8	-0.69715
57.9	-0.91489
58	-0.64341
58.1	-0.91706
58.2	-0.89652
58.3	-0.92662
58.4	-1.1798
58.5	-1.1857
58.6	-1.2002
58.7	-0.3804
58.8	-0.97987
58.9	-0.64157
59	-0.82273
59.1	-0.37339
59.2	-0.65665
59.3	-1.3064
59.4	-1.0399
59.5	-0.67751
59.6	-0.86177
59.7	-0.2718
59.8	-0.96876
59.9	-1.4229
60	-0.82695
60.1	-1.2365
60.2	-0.95074
60.3	-0.64471
60.4	-0.87812
60.5	-0.88304
60.6	-1.0344
60.7	-1.0213
60.8	-1.0104
60.9	-1.8211
61	-0.86529
61.1	-0.68797
61.2	-1.376
61.3	-1.4449
61.4	-0.80346
61.5	-1.4434
61.6	-1.4962
61.7	-0.75691
61.8	-1.191
61.9	-0.62219
62	-1.3842
62.1	-1.1816
62.2	-0.9255
62.3	-0.83378
