0	-1.0115
0.1	-0.43507
0.2	-0.98316
0.3	-1.1837
0.4	-0.8231
0.5	-1.3608
0.6	-0.8346
0.7	-0.92227
0.8	-1.1146
0.9	-1.1826
1	-1.3521
1.1	-1.5575
1.2	-1.12
1.3	-0.75839
1.4	-1.2044
1.5	-0.51338
1.6	-1.2537
1.7	-0.34334
1.8	-1.1915
1.9	-0.95222
2	-0.54957
2.1	-0.60801
2.2	-1.2032
2.3	-0.75209
2.4	-1.3056
2.5	-1.4807
2.6	-0.76804
2.7	-1.4827
2.8	-1.6025
2.9	-0.97626
3	-0.53963
3.1	-0.58699
3.2	-1.3978
3.3	-0.93486
3.4	-0.70189
3.5	-0.64722
3.6	-0.46768
3.7	-0.45645
3.8	-0.67178
3.9	-1.3523
4	-0.90915
4.1	-1.3311
4.2	-0.54317
4.3	-0.38634
4.4	-1.5052
4.5	-0.6498
4.6	-0.9989
4.7	-1.035
4.8	-1.1537
4.9	-0.5033
5	-0.76262
5.1	-0.9084
5.2	-0.74265
5.3	-0.55884
5.4	-1.1186
5.5	-1.0909
5.6	-0.6407
5.7	-0.3662
5.8	-0.46141
5.9	-0.86562
6	-1.2249
6.1	-1.5225
6.2	-1.0918
6.3	-0.46916
6.4	-0.96683
6.5	-0.71096
6.6	-0.72616
6.7	-1.4447
6.8	-0.40225
6.9	-0.16383
7	-0.77651
7.1	-0.45879
7.2	-0.97901
7.3	-0.56633
7.4	-0.1015
7.5	-0.33817
7.6	-0.93482
7.7	-1.0238
7.8	-0.69498
7.9	-0.77495
8	-0.71553
8.1	-0.30817
8.2	-0.61588
8.3	-0.17567
8.4	-0.68035
8.5	-0.69995
8.6	-0.41448
8.7	-0.51694
8.8	-0.70012
8.9	-1.1059
9	-0.95652
9.1	-0.42869
9.2	-0.44278
9.3	-1.0382
9.4	-0.55382
9.5	-0.42288
9.6	-0.92609
9.7	-0.86476
9.8	-0.19881
9.9	-1.0748
10	-0.40634
10.1	-0.23844
10.2	-1.0607
10.3	-0.55388
10.4	-0.85879
10.5	-0.47058
10.6	-0.61552
10.7	-0.9754
10.8	-0.28594
10.9	-0.28364
11	-0.63913
11.1	-0.2863
11.2	-0.83898
11.3	-0.79709
11.4	-0.76363
11.5	-0.44129
11.6	-0.5566
11.7	0.18324
11.8	-0.40226
11.9	-0.20311
12	-0.19014
12.1	-0.2415
12.2	-0.28614
12.3	0.038988
12.4	-0.67404
12.5	0.17526
12.6	-0.099918
12.7	-0.64113
12.8	0.046332
12.9	0.077648
13	0.2447
13.1	-0.38394
13.2	0.24364
13.3	-0.15944
13.4	-0.6678
